job_id,source,title,company,queried_job_title,work_setting,job_type,date_posted,date_scraped,city,state,zip,salary_period,salary_min,salary_max,salary_min_yearly,salary_max_yearly,salary_midpoint_yearly,job_url,search_url,job_description
6c8982d39a245d54,Indeed,Van Driver Needed for a Russian-Speaking company,Prestige Concept,Delivery Driver,in-person,Full-time,2025-04-18,2025-04-23,New York,NY,,yearly,200.0,240.0,200.0,240.0,220.0,https://www.indeed.com/viewjob?jk=6c8982d39a245d54,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Prestige Concept, a fast-growing FMCG distribution company, is expanding and looking for a Van Driver to join our team!

Your Responsibilities:

  • Load your vehicle in the morning or evening
  • Deliver goods (cookies, water, snacks, grocery items) to retail locations across New York, New Jersey, and Pennsylvania
  • Complete approximately 15–17 stops per day

We Offer:

  • Full-time position (Monday to Friday)
  • Pay: $200/day during the 2–3 month probation period
  • $240/day
  • after probation

Requirements:

  • Valid U.S. driver’s license
  • Social Security Number (SSN)
  • Basic English speaking skills
  • Eligible to work under 1099 or W-2

Warehouse location: 55 Bergenline Ave, Westwood, NJ

https://prestigeconceptus.com/

Job Type: Full-time

Pay: $200.00 - $240.00 per day

Work Location: On the road"
b9d3ae1ee74fb1ae,Indeed,Driver Helper-Royal Waste-Bronx,Waste Connections,Delivery Driver,in-person,Full-time,2025-04-23,2025-04-23,Jamaica,NY,11433,hourly,22.25,22.25,46280.0,46280.0,46280.0,https://www.indeed.com/viewjob?jk=b9d3ae1ee74fb1ae,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"## Royal Waste is looking for a safety conscious Driver Helper to join the team at our location in the Bronx NY.

##  Pay starts at $22.25/hr for this role

##  The Helper position is responsible for helping the driver of a garbage truck on specified routes to manually collect solid waste and transport it to appropriate disposal sites.

##  Typical job duties include (but are not limited to):

  • ##  Ride on garbage truck to assist the Driver service customers - will load refuse bags and bring containers to the truck for proper disposal.

  • ##  Directing the truck driver when backing

  • ##  Assisting with vehicle maintenance

  • ##  Operate packing mechanisms and levers to activate the loading arm

  • ##  Clean the packer blade and truck body

  • ##  Deliver positive customer service interactions

  • ##  Perform other job-related duties as assigned.

##  This is a very physical job working outside in all weather conditions.

##  This role works nights and weekends.

##  What We Offer 

## We offer excellent benefits including: medical, dental, vision, flexible spending account, long term disability, life insurance, 401K retirement.

##  Good pay, family benefits, 401k, vacation and a great management team.

##  Garbage is very stable, and we work year-round.

##  Job Requirements 

  • ## Ability to lift 50lbs repeatedly throughout the day.

  • ##  Ability to work outside in all weather conditions.

##  Apply today and Connect with Your Future!

##  Waste Connections is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to disability or protected veteran status."
c522cf6158778435,Indeed,Driver,Motivate,Delivery Driver,in-person,Seasonal,2025-04-23,2025-04-23,Brooklyn,NY,11205,hourly,28.25,28.25,58760.0,58760.0,58760.0,https://www.indeed.com/viewjob?jk=c522cf6158778435,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Is this you?

  • You are teachable, eager to learn new things, and enjoy driving around the city
  • You are safety-focused and take pride in a job well done
  • You are dependable and exhibit a strong work ethic

If so, we have your next job opportunity!

Motivate is looking for a part-time seasonal Driver to operate vehicles to transport bicycles and replace batteries for New York's bikeshare system on the evening shift.

About the Role

  • Drive a company vehicle throughout the bike share system to switch out batteries, bringing the depleted batteries to the depot to be recharged, following your assigned route
  • Drive a company vehicle for the purpose of moving bikes within the network of bike stations
  • Load and unload materials, bicycles, and batteries from vehicles
  • Perform pre/post trip inspections for every vehicle trip, report vehicle issues to management, and clean vehicle as necessary
  • Follow safe work practices and adhere to all workplace policies
  • Communicate with dispatch/management throughout shift

About You

  • You have a valid driver's license and acceptable motor vehicle record
  • You are comfortable using a smart phone with apps
  • You are comfortable driving, stopping, and working in busy, urban outdoor environments
  • You are dependable and follow an assigned schedule
  • You follow instructions, ask questions, and request feedback to improve performance
  • You can lift to 75 pounds; stoop, bend, kneel, or stand for long periods of time

About Motivate

We are the premier micromobility service operations and infrastructure experts, delivering bikeshare operations management services to many of the nation’s largest cities. With decades of agile and scalable fleet development experience, we ensure optimal system performance and the highest level of customer satisfaction available.

Motivate is led by a group of seasoned operational experts, creative leaders, and sustainability-minded teams. At Motivate, exceptional service is our North Star. We take pride in working together to keep communities moving and connected to the work, the play, the people, and the places they love most.

Why Join Our Team

As a Motivate employee, you are a key member of our team responsible for the efficient delivery and performance of bikeshare system operations and support services. We’re always looking for new people who aren’t afraid to roll up their sleeves to be successful, whether out in the field or working in one of our depot or office locations, to make a difference in our communities.

Transforming cities is more than just changing the way we travel and commute throughout the metropolitan area. At Motivate, we strive to support the communities we operate in by providing employment to those who need it most. We care about your passion, character, and determination to work hard more than your past.

We are seeking dependable, hardworking, team-oriented employees who want to build a career with Motivate and impact the cities in which we live and work. We’re looking for candidates who are professional, personable and take pride in their work. Do you thrive off teamwork, a great place to work, and the feeling of a job well done? If so, we’d love to hear from you.

Work Perks

  • Comprehensive medical, dental, and vision plans
  • Life, accidental death, long-term and short-term disability insurance options
  • Paid time off and sick time
  • Paid parental leave
  • 401k retirement plan with company match
  • Free annual bike share membership
  • Opportunities for growth

Interested? Apply now!

The above description is not intended to be a comprehensive list of all duties, responsibilities, or qualifications associated with the role. All employees may be required to perform duties outside of their normal responsibilities to accomplish Motivate's mission.

Motivate LLC is an Equal Opportunity Employer. Applicants are considered for positions and are evaluated without regard to mental or physical disability, race, color, creed, religion, sex, gender, national origin, ancestry, age, genetic information, military or veteran status, sexual orientation, gender identity or expression, marital status, pregnancy, or any other legally protected status under applicable law. We also provide reasonable accommodation to qualified individuals with disabilities in accordance with the Americans with Disabilities Act and applicable state and local law, as well as individuals who need an accommodation because of pregnancy or their sincerely held religious beliefs. If you require assistance or reasonable accommodation during any aspect of the application process or performance of your job, please contact the People Team or the hiring manager.

Please be advised that this position is part of a bargaining unit where the terms and conditions of employment are governed by a Collective Bargaining Agreement.

People with a criminal record are encouraged to apply

Work Location: In person"
833374a2c4c10585,Indeed,E- Bike Delivery Driver for an Amazon DSP - $18.50/hr,Highgate Logistics LLC,Delivery Driver,in-person,Part-time,2025-04-18,2025-04-23,New York,NY,10027,hourly,18.5,18.5,38480.0,38480.0,38480.0,https://www.indeed.com/viewjob?jk=833374a2c4c10585,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Delivery E-Bike Driver – 

Are you looking for an opportunity to work independently, stay active, and make a meaningful impact in your community? We are raising the bar at Highgate Logistics, an Amazon Delivery Service Partner (DSP), as a Delivery E-Bike Driver! We offer competitive pay, benefits, a great team environment, and opportunities for growth.

Why You’ll Love This Job

  • Competitive Pay & Benefits – Earn more while enjoying perks like paid time off, health insurance, and a 401(k) with matching.
  • Stay Active – Skip the desk. This role keeps you moving as you deliver Amazon packages on an electric-assist bike.
  • Independence & Flexibility – We have multiple 4 hour shifts , available 7 days a week.
  • Opportunities for growth – Team Lead, Dispatcher, or Operations Manager with training and development support.
  • Team-Oriented Culture – Work in a fast-paced, supportive, and fun environment where you make a real difference.

What You’ll Do

  • Safely operate an Amazon-branded E-Bike to deliver packages throughout Manhattan, NY.
  • Use a handheld device for navigation and delivery updates.
  • Work as part of a team, supporting fellow bikers to ensure timely deliveries.
  • Handle packages up to 50 lbs and navigate stairs as needed.
  • Provide exceptional customer service—our goal is to deliver smiles along with packages!

What You Need

  • Must be at least 21 years old and eligible to work in the U.S.
  • No driver’s license required – our Amazon-branded E-Bikes have assisted pedaling!
  • Ability to work in various weather conditions.
  • A team-player mentality with strong communication skills.

Compensation & Benefits

  • Paid training and paid overtime when needed.
  • Health insurance (for full-time employees).
  • 401(k) with matching.
  • Paid time off.
  • 5-day work weeks (minimum 4-hour shifts).
  • Must be available to work at least one weekend day per week.

ONBOARDING FOR APRIL 23RD - APRIL 30TH START DATE NOW 

We are an Equal Opportunity Employer and welcome all qualified applicants, regardless of age, national origin, race, color, disability, religious beliefs, or sexual orientation.

Apply today and start delivering smiles with HighGate Logistics, an Amazon Delivery Service Partner.

Job Types: Full-time, Part-time

Pay: $18.50 per hour

Schedule:

  • 4 hour shift
  • Day shift
  • Evening shift
  • Morning shift

Ability to Commute:

  • New York, NY 10027 (Required)

Ability to Relocate:

  • New York, NY 10027: Relocate before starting work (Required)

Work Location: In person"
eb348811208172ab,Indeed,Valet Driver,ViCar Parking LLC,Delivery Driver,in-person,Part-time,2025-04-21,2025-04-23,New York,NY,10016,hourly,16.0,18.05,33280.0,37544.0,35412.0,https://www.indeed.com/viewjob?jk=eb348811208172ab,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Overview  
We are seeking a dedicated and professional Valets to join our team. In this role, you will be responsible for managing the parking facilities, ensuring a smooth and efficient experience for our clients. Your primary focus will be on providing excellent customer service while maintaining the safety and organization of the parking facilities.

Duties

  • Greet guests upon arrival
  • Monitor the parking facilities to ensure proper vehicle placement and adherence to safety protocols.
  • Pick up and drop off vehicles to and from various locations throughout Brooklyn & Manhattan.
  • Assist with valet parking services as needed, including driving vehicles with manual transmissions.
  • Communicate effectively with team members and guests to address any concerns or inquiries.
  • Maintain cleanliness and organization of the parking area, ensuring a welcoming environment.
  • Collaborate with management to improve operational efficiency and guest satisfaction.

Skills

  • Strong customer service skills with a friendly demeanor.
  • Experience in delivery driving or valet parking is preferred.
  • Ability to communicate clearly and effectively with diverse clientele.
  • Familiarity with retail math for handling cash transactions accurately.
  • Knowledge of hospitality standards to enhance guest experiences.
  • Proficiency in cash handling procedures.
  • Bilingual abilities are a plus, enhancing communication with a broader range of guests.
  • Experience working in a dealership setting can be beneficial but is not required.

Join our team as a Parking Attendant where your contributions will help create an exceptional experience for every guest!

Job Type: Part-time

Pay: $16.00 - $18.05 per hour

Expected hours: 10 – 25 per week

Schedule:

  • 12 hour shift
  • 4 hour shift
  • 8 hour shift
  • Afternoon shift
  • Day shift
  • Evenings as needed
  • Evening shift
  • Every weekend
  • Weekends as needed

Work Location: In person"
a5af3dc5f5fe8eb6,Indeed,Early AM Newspaper Delivery,Publishers Circulation Fulfillment,Delivery Driver,in-person,Part-time,2025-04-16,2025-04-23,Brooklyn,NY,11232,,,,,,,https://www.indeed.com/viewjob?jk=a5af3dc5f5fe8eb6,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Limited time only: Join our team now for a $1000 sign-on bonus! Bring a friend and get another $1000.00

PCF is a leader in orchestrating newspaper delivery and distribution logistical services for publications across the country, including The New York Times, The Wall Street Journal, USA TODAY as well as many other regional, local and specialty publications. These publications and their subscribers rely on PCF to arrange to get their product delivered on time, every morning.

WE NEED DELIVERY SERVICE PROVIDERS TO SUPPORT OUR EFFORTS!

QUALIFIED DELIVERY SERVICE PROVIDERS (DSPs):

  • Are independently contracted, meaning they are self-employed (1099)
  • Typically provide early morning delivery of newspapers and related printed materials on a designated route, according to a specific contractual agreement
  • Operate their assigned routes 7 days per week, 2-3 hours daily, starting around 3am
  • Must be at least 18 years of age
  • Typically receive $350 -450 weekly as compensation plus tips
  • Have a reliable means of delivery to fulfill contractual obligations. PCF does not provide vehicles or back-up vehicles
  • Have the right to engage the services of others to provide for or assist in the deliver

##   
REQUIREMENTS

  • Access to vehicle for deliveries
  • Flexible schedule to work early mornings, 7 days per week
  • 18 years of age or older

As long as print media remains viable, PCF is ready to support the industry with world-class operational and technological support. Publishers Circulation Fulfillment, Inc. (PCF) will help you reduce costs, improve service and maximize the value of your delivery footprint.

Whether we’re providing boots-on-the-ground distribution services, or supporting your existing team with our state-of-the-art delivery software, Dart, PCF enables media companies of all sizes to streamline a wide range of daily operational and administrative headaches, and focus on managing results, retaining subscribers and pursuing growth."
7ff5adf1a3b64d63,Indeed,Courier/DOT,FedEx,Delivery Driver,in-person,Part-time,2025-04-21,2025-04-23,New York,NY,10014,hourly,24.27,36.78,50481.6,76502.40000000001,63492.0,https://www.indeed.com/viewjob?jk=7ff5adf1a3b64d63,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Job Duties  
Driver / operator of company vehicles. Provides courteous and efficient delivery and pick-up of packages. Checks shipments for conformance to FedEx features of service and provides related customer service functions. Performs other duties as assigned.

Minimum Education

High school diploma/GED. Must be licensed for type of vehicle assigned.

Knowledge, Skills and Abilities

Ability to lift 50 lbs. Ability to maneuver packages of any weight above 50 lbs. with appropriate equipment and/or assistance from another person. Good human relations and verbal communication skills. Neat appearance since customer contact is required. Must meet qualifications as outlined in section 391 of the Federal Motor Carrier safety regulations. Requires medical exam in accordance with FMCSA or FAA regulations. Non-covered safety-sensitive position. Medical exam required. Ability to work in a constant state of alertness and in a safe manner.

Monday - Friday 15:30 - 21:00

Preferred Qualifications: 

Pay Transparency: This compensation range is provided as a reasonable estimate of the current starting salary range for this role across all potential locations. If this opportunity includes multiple job levels, the range is a reasonable estimate of the current starting salary for the lowest level to the current starting salary of the highest level. Actual starting pay would be determined by experience relative to the job, market level, pay at the location for this job and other job-related factors permitted by law. An employee may be eligible for additional pay, premiums, or bonus potential. The Company offers eligible employees health, vision and dental insurance, retirement, and tuition reimbursement.

Pay: $24.27 - $36.78 / hr

Additional Details: Monday - Friday, 3:30 PM - 9:30 PM

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Reasonable accommodations are available for qualified individuals with disabilities throughout the application process. Applicants who require reasonable accommodations in the application or hiring process should contact recruitmentsupport@fedex.com.

Applicants have rights under Federal Employment Laws:

  • Equal Employment Opportunity is the Law
  • EEO is the Law Supplement
  • Pay Transparency Policy
  • Family and Medical Leave Act (FMLA)
  • Employee Polygraph Protection Act

E-Verify Program Participant: Federal Express Corporation participates in the Department of Homeland Security U.S. Citizenship and Immigration Services' E-Verify program (For U.S. applicants and employees only). Please click below to learn more about the E-Verify program:

  • E-Verify Notice (bilingual)
  • Right to Work Notice (English) / (Spanish)"
d0a2a22e4fbbf524,Indeed,E-Biker(03647) - 1216 Cortelyou Rd,Domino's Franchise,Delivery Driver,in-person,Full-time,2025-04-20,2025-04-23,Brooklyn,NY,11218,hourly,16.0,16.0,33280.0,33280.0,33280.0,https://www.indeed.com/viewjob?jk=d0a2a22e4fbbf524,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Company Description

Delivery Drivers  

We recognize our delivery experts as the ambassadors of Domino's Pizza - from fresh out of the oven to the customer's door - our drivers make it happen.  

Money!  

Our delivery experts are paid cash daily from earned tips and mileage reimbursement. That is money in your pocket every night! Delivery Experts will earn a base hourly wage of $16.00!  

Great Hours!  

Looking for a second job? A part-time job? A chance to learn about the pizza business? A job with flexible hours? We deliver all of that! Whether you want to work only a few hours, just the weekend, or only evenings - we can usually make it work for you.  

Opportunities!  
Our driver position is an excellent start to learn about the delivery business, customer service and the creation of great products. Domino's Pizza is committed to promoting from within - most of our Managers started as drivers. It is a stepping stone to advancement into our Management Development Program.

Job Description

You should possess navigational skills to read a map, locate addresses within designated delivery area and must be able to navigate adverse terrain including multi-story buildings.

Qualifications  

  • Valid U.S employment authorization that allows you to work in the United States of America.
  • Friendly
  • Works well with others.
  • Works well under stress of high paced environment.
  • Organized
  • Efficient in time management.
  • Ability to multitask
  • Able to respond to customer concerns.
  • Must be able to follow Team Sharma Domino’s Policies.
  • Must be able to work together as a team.
  • Must understand all store calls must be answered after the first ring

Additional Information

All your information will be kept confidential according to EEO guidelines."
,Indeed,Moving Coordinator,HousingToHome,Delivery Driver,in-person,Full-time,2025-04-22,2025-04-23,New York,NY,10030,yearly,50000.0,50000.0,50000.0,50000.0,50000.0,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPe0C8gHKZWx8dmhOqjqUdKa48iXKXLDlIZUhDVzMvfnSnygcvwbImfEUVBleuQdTg5UnsunicSE8FJBIBi6fCA2zkGvekUmOgMtFW0VO0oiFJUtFb4hGRvcz3F0yY7-ZSv_JXDcmiK_akRHTF5kuBPHbOBB1QcwO0QFPGc3fr_htQBJhqzJlJW2fMop9Fzcx2cFucBQ3tUk_B3KI1Zu3E27wxsS6Ww0imutSf7QYqUPbii6J791iIQYtYlnpzp1w40G2AoKJAqrgpfeqbIe3W-ULS645gHj4tpxH-_tENO_48HZeR3aH6Sm9E7MAQkSlZZaH4pojZzy9pkt-AZO_n8O0gMVXtefmTYL_NzSCafq5zjnEZuRvSHjsbkASD9WqYAKwoiw2qZG4v0alC0xysZtzlQn77pUupvIcy5frkArifYViiiKDgMi8aQWzZzf1Bxt_oexNGj_ZxGTepmRJalvVs7IMf3I3fjpOejlXI89qeS0BKRE_BQRAyWC84vcqjXJged1gvVhjzeDQr6ay_lBvDEmXJOqvS23fWB08qhnREC7UbTZ8malzq2NOwpeSVP7VaNTLF3QctuWUvTFPVO5IbmOgvrTLnPX9JQBFb2sqI1r-Mfepl3f0fzjUpZOd0D6DKlGzjCZAAHaJ2QVN1Hu47ATZIH9w=&xkcb=SoCF6_M3zyMEQOyV1x0DbzkdCdPP&camk=ethIe0s0hedB7MbpgtDZKA==&p=8&fvj=0&vjs=3,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Name of Company: HousingToHome (HTH)

Job Title: Moving Coordinator

HousingToHome  
HousingToHome’s (HTH) mission is to support our clients and the residents who they serve through housing transitions and development. We accomplish this by providing high-quality resident engagement, relocation, and community-building services to owners and residents of affordable and mixed-use housing throughout the country. HTH is unique in that it satisfies a niche business of combining resident relocation and community building and is one of a few companies with this focus across the country. HTH is seeking a Moving Coordinator for an affordable housing renovation project in Harlem, NY. This position reports directly to our Relocation Manager, who is already on-site at this project.  
HTH is a fast-paced and growing company founded in 2020 by Cofounders, Katie Provencher and Hannagh Jacobsen. We strive to grow our business while at the same time having extremely knowledgeable, productive, and satisfied employees. We are looking for employees who want to carry out high-quality work; learn and grow with us; and provide excellent services to clients and the residents who they serve.  
For more information about HousingToHome, please visit www.housingtohome.com.

Job Summary  
HousingToHome (HTH) is looking for a professional, well-organized, compassionate individual with excellent attention to detail to serve as a Full-Time Moving Coordinator for a period of approximately 3 years. There is a strong possibility of growth within the company following the successful completion of this job. The Moving Coordinator reports directly to the HTH

Relocation Manager at the site and assists the Relocation Manager with moving services during a renovation project at an affordable housing site in Boston, MA.

Moving services include assisting with preparing and moving residents' belongings in order to be ready for construction each day and/or to be temporarily relocated to another unit for a number of weeks. This includes disassembling and assembling furniture, lifting and moving furniture and other resident belongings, and lifting furniture and items up to 50 lbs. The position also requires the Moving Coordinator to assist with packing schedules for phased renovations where residents need to be out of their apartment for the day; helping residents get set up and remain in the day space while renovations are happening in their apartments; and working with residents to return to their home in the evening. These same services are provided when a resident is temporarily relocated for a number of weeks. The Moving Coordinator assists each household through this process. This position requires an individual who can maintain confidentiality, show initiative, and demonstrate sound decision-making skills. The ideal candidate for this position takes great pride in their work, has effective interpersonal skills, superior oral communication, advanced ability to organize, and can work well under pressure.

Responsibilities and Duties

Job Responsibilities and Duties include, but are not limited to:

  • Works with the HTH Relocation Manager to provide moving services to residents and their families using HTH’s best practices and service standards to ensure a high-quality service.
  • Be able to lift up to 50 lbs.; disassemble and assemble furniture; and move furniture and other residents' belongings around in their homes.
  • In coordination with the Relocation Manager, maintains office hours and provides prompt replies to resident inquiries and questions related to moving.
  • Assists in the distribution and delivery of all renovation-related communications to residents including required notices, update/change notices, and construction confirmation notices.
  • Works with the Relocation Manager to conduct a thorough walkthrough of the resident’s homes to ensure that all packing and moving needs are met.
  • Informs the Relocation Manager of residents issues, challenges, special considerations, and other items as they arise daily.
  • Ensures apartments are prepped for construction and are clean and inappropriate condition at the end of construction.
  • Works with the Relocation Manager to ensure hospitality suites are set-up appropriately. This includes making sure they are set up with furniture, cable/TV, refreshments, and snacks and that there are designated spaces set up to allow social distancing when occupied by multiple households and staying in contact with construction to inform residents of when they can return to their apartment each day of their renovations.
  • Help the Relocation Manager to make sure there is accurate and timely documentation of conversations, exceptions, move-related expenses, and correspondence in HTH’s tracking system.

Qualifications and Skills

HousingToHome is open to candidates of all educational and professional backgrounds. Our priority is to attract and hire employees who are highly organized; understand and provide excellent customer service; pay attention to details; thrive in a fast-paced environment; and are excited to learn and grow with us. Below are some qualifications that are helpful for candidates for this position:

  • The ability to lift up to 50 pounds regularly; move residents' furniture; and disassemble and assemble furniture.
  • Bilingual in English/Spanish is highly preferred.
  • Background or experience in relocation, affordable housing, community development, social services, resident engagement and/or services, and property management.
  • A successful track record in setting priorities; keen analytic, organization, and problem-solving skills that support and enable sound decision-making.
  • Excellent communication and relationship-building skills with an ability to prioritize, negotiate, and work with a variety of internal and external stakeholders
  • A multi-tasker with the ability to successfully carry out many tasks in a fast-paced environment.
  • Personal qualities of integrity, credibility, and dedication to the mission of HTH.

Physical Demands: 

While performing the functions of this job, the employee is regularly required to stand, walk, sit, use hands to finger, handle, or feel, reach with hands and arms; frequently required to climb or balance, talk or hear; and occasionally required to stoop, kneel, crouch, or crawl. The employee must be able to walk forward, backward, side to side, and/or up and down stairs while carrying furniture. Specific vision abilities required by this job include close vision, distance vision, peripheral vision, depth perception, and the ability to adjust focus.

Position Type/Expected Hours of Work:

This position operates during standard business hours with flexibility for early morning, evening, and/or weekends to best meet donor needs. Other Duties: Please note that this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice due to organization needs.

Salary and Benefits

  • Medical, dental, and vision coverage
  • 401(K) Account with HTH match
  • Short-term and Long-term disability and Life Insurance
  • Paid holidays
  • 10 Paid Time Off (PTO) Days
  • Employee training and professional development

Job Type: Full-time

Pay: $50,000.00 per year

Benefits:

  • 401(k)
  • 401(k) matching
  • Dental insurance
  • Health insurance
  • Life insurance
  • Mileage reimbursement
  • Paid time off
  • Paid training
  • Tuition reimbursement
  • Vision insurance

Shift:

  • Day shift
  • Morning shift

Work Days:

  • Monday to Friday
  • Weekends as needed

Experience:

  • Moving: 1 year (Required)

Ability to Commute:

  • New York, NY 10030 (Required)

Work Location: In person"
228e2059ffc55d45,Indeed,Lot Attendant / Driver,Volvo Cars Brooklyn,Delivery Driver,in-person,Full-time,2025-04-23,2025-04-23,Brooklyn,NY,11232,hourly,16.0,18.0,33280.0,37440.0,35360.0,https://www.indeed.com/viewjob?jk=228e2059ffc55d45,https://www.indeed.com/jobs?q=Delivery+Driver&l=New+York%2C+NY&radius=25&fromage=7,"Volvo Cars of Brooklyn strive to offer long-term careers to our employees, and are always seeking qualified, enthusiastic individuals to join our established team. If this sounds like you, we'd love to meet you!  

What We Offer

  • 401(k) plan
  • Health insurance
  • Community involvement
  • Career progression
  • Promote from within

Responsibilities

  • Maintain inventory appearance and performance by cleaning interior and exterior of vehicles, replenishing all vehicle fluids as needed, and replacing batteries when necessary.

  • Place buyer guides and stock tags in vehicles.

  • Keep lots neat and orderly, moving cars as directed by the general manager and in accordance with dealership display standards.

  • Drive vehicles to and from service lane, service stalls, and parking lot as needed.

  • Make key tags for and handle inventory of vehicles.

  • Retrieve and deliver vehicles from property locations.

  • Perform other duties as assigned.

Qualifications

  • Able to work flexible schedules and some weekends

  • Positive attitude, can-do mentality, confident, outgoing personality eagerness to improve

  • High school diploma or equivalent

  • Professional attitude and the ability to deliver best-in-class customer service

  • Reliable transportation to and from work every single day

  • Valid driver's license and clean driving record

We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws."
