job_id,source,title,company,queried_job_title,work_setting,job_type,date_posted,date_scraped,city,state,zip,salary_period,salary_min,salary_max,salary_min_yearly,salary_max_yearly,salary_midpoint_yearly,job_url,search_url,job_description
a7d08811db9a9fba,Indeed,Assembly Helper / Nights,WeldFit,Assembly Line Worker,in-person,Full-time,2025-04-22,2025-04-23,Houston,TX,77041,,,,,,,https://www.indeed.com/viewjob?jk=a7d08811db9a9fba,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"At WeldFit, the position of Assembly Helper / Nights is responsible for helping machinists, welders and other operators as per customers order by performing the duties and responsibilities below.

Duties/Expectations:

  • Assembles mechanical parts, pieces or products using a variety of tools and equipment according to required specifications in our downstream production line
  • Assembles components by examining connections for correct fit; fastening parts and subassemblies
  • Read, interpret and follow basic blueprints, diagrams, engineering drawings, specifications, bills of materials, and other written instructions or procedures to accurately assemble equipment and products
  • Have a general understanding of Valves, Flanged, and Bolting
  • Responsible for helping machinists, welders and other operators as per customers order
  • Responsible for overall cleanliness and maintenance of the building by performing the following duties 
    • Obtains various materials for jobs from stock area.
    • Clean tools at end of each shift
  • Performs other related duties as assigned.
  • Work and think safety at all times
  • Must be able to work overtime and weekends with minimum notice
  • Must be able to work responsibly and independently with little supervision

Education/Experience Required:

  • High School Diploma or equivalent
  • Prior experience in similar job

Physical Requirements:

  • Ability to stand, walk, bend and climb
  • Capability of lifting up to 50 lbs. on a regular basis
  • High Level of manual dexterity
  • Good mechanical aptitude

Required Skills:

  • Verbal Communication in English
  • English Reading Skills
  • English Writing Skills
  • Spanish Language Skills is a plus
  • Time Management Skills
  • Organizational Skills
  • Mathematic Aptitude"
9512eabef3979d3b,Indeed,Door Manufacturer/ Assembler,84 Lumber Company,Assembly Line Worker,in-person,Full-time,2025-04-18,2025-04-23,Cypress,TX,77433,hourly,13.0,13.0,27040.0,27040.0,27040.0,https://www.indeed.com/viewjob?jk=9512eabef3979d3b,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Overview: 

Do you enjoy working with your hands, and breaking the boundaries of the traditional office job? Are you interested in a career with a family-owned company that is founded on growth, stability, and the idea that “nothing is impossible”? 84 Lumber is hiring immediately and has the career for you!

WHO IS 84?

84 Lumber is the nation’s largest privately held supplier of building materials, manufactured components and industry-leading services for single and multi-family residences and commercial buildings. With over 310 facilities and plans for even more locations, the opportunities to learn and grow with the company are endless. 

84 Lumber is always looking for future leaders and takes pride in promoting nearly 100% from within. You can control your own destiny at 84 Lumber. If you invest in yourself, we will invest in you! 

FULL SUITE OF BENEFITS!

  • PTO, sick and personal days
  • Medical, Dental and Vision Insurance
  • Holiday pay
  • FSA medical and dependent care
  • Annual profit sharing and 401(k) with employer match (decided each year based on company profits)
  • Employee discounts and more!

WHAT YOU WILL DO:

The Door Shop Manufacturer is responsible for, but not limited to: Working on a Door Pre-hanging assembly line and keeping up on routine maintenance of equipment. 

LOCATION: 12020 Barker Cypress Rd. Cypress, TX 77433 

PAY: $13/HR + depending on experience

SCREENINGS:

  • Must authorize a background check (84 Lumber believes in second chances and rehabilitation. Disclosing a criminal history will NOT automatically disqualify you from employment. Each situation will be considered on a case-by-case basis. Failure to disclose all requested information may result in your ineligibility for employment or continued employment).
  • Must pass urinalysis drug screening.

Responsibilities: 

Acting as a machine operator, utilizing power saws, air nail guns, staplers and other tools needed to prep wood material used to assemble doors. 

Forklift training, certification, and operation. 

Loading, unloading, storing and packaging production material from the warehouse as needed. 

Monitoring quality assurance throughout the production process. 

Maintaining a clean and safe work environment and observing all safety rules posted in the warehouse. 

Qualifications: 

Ability to read and comprehend simple instructions, short correspondence and memos; write simple correspondence; effectively present information to others one-on-one 

Ability to apply common sense understanding and carry out simple one or two-step instructions; deal with standardized situations with only occasional or no variables. 

Must be able to periodically lift up to 80 pounds 

High school diploma or general education degree (GED) 

84 Lumber Company is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, or genetic information. 84 Lumber Company is committed to providing access, equal opportunity, and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. To request reasonable accommodation to participate in the job application or interview process, contact recruiting@84lumber.com."
9f215ace363f9d74,Indeed,Assembly Apprentice Technician,RelaDyne,Assembly Line Worker,in-person,Apprenticeship,2025-04-18,2025-04-23,Houston,TX,77053,hourly,15.0,18.0,31200.0,37440.0,34320.0,https://www.indeed.com/viewjob?jk=9f215ace363f9d74,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Assembly Apprentice Technician:

Benefits:

  • Free Employee Only Health Insurance
  • Day Shift
  • Competitive Benefits Package
  • 401(k) with Company Match
  • Monday - Friday
  • Paid Time Off

About the Company: RelaDyne, Inc. is the established leader in lubricant sales, distribution, equipment reliability services, and value-added services. Our location is currently looking for a Assembly Apprentice Technician with a strong work ethic. Please apply or share with your friends today!

Job Objective: RelaDyne Reliability Services is looking for an Assembly Apprentice Technician to support manufacturing production. This dependable and motivated assembly apprentice technician is responsible for assembling LSC product using a variety of tools and equipment according to standard drawings and procedures within the manufacturing organization.

Job Duties:

  • Assemble equipment in accordance with quality standards and established safety procedures.
  • Operates crane/forklift/pallet jack to maneuver parts or equipment within a workstation.
  • Reads and interprets blueprints; checks shop orders/bill of materials to ensure that all necessary parts are accounted for; and informs supervisor of any shortages in parts or hardware.
  • Resolves assembly and production issues; reports quality issues and errors in manufacturing area; and informs supervisor of errors in manufacturing.
  • Uses appropriate tools to assemble and fasten all parts of the equipment per engineering and quality standards.
  • Maintain a clean and safe work area.
  • Additional duties may be assigned, dependent upon location and product line.

Requirements:

  • Preference for individuals who are currently enrolled or are graduates from Houston Community College, Lone Star College or San Jacinto College
  • No experience required.
  • Basic tool skills. Must be able to learn and understand how to operate basic tools.
  • Basic reading skills. Must be able to follow directions.
  • Ability to read and interpret basic engineering drawings, bills of materials, and other written instruction.
  • Ability to perform work accurately and thoroughly.
  • High attention to detail and self-motivation skills
  • Ability to lift 30 to 75 pounds.
  • Ability to work 40hrs a week and overtime \ weekends as required.

Know Your Rights: Workplace Discrimination is Illegal – (click for more information)

Equal Opportunity Employer/Disability/Veterans

RelaDyne, and its affiliates, is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ethnicity, sex, age, gender identity, sexual orientation or identity, genetic information, status as a protected veteran, status as a qualified individual with disability, or any other protected class status.

Compensation: 15-18 / hr"
44db1be471f35fbc,Indeed,Assembly Technician / General Shop Help,AMATROL,Assembly Line Worker,in-person,Full-time,2025-04-17,2025-04-23,La Porte,TX,77571,hourly,17.0,20.0,35360.0,41600.0,38480.0,https://www.indeed.com/viewjob?jk=44db1be471f35fbc,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Earn a $500 signing bonus paid out as $250 after your first 3 full months working with us and $250 after your first 6 months.

Are you an experienced assembler looking to get away from assembly lines and lots of overtime? Come join our team! Our manufacturing department is nothing like an assembly line production job. We assemble and test a wide variety of products each week! Everyone works day shift for work/life balance and our benefits package is top notch!

What will you be doing?

  • Assist shop personnel as needed to complete projects.
  • Maintain a clean working environment.
  • Assemble components and finished goods to product specifications.
  • Complete or modify mechanical assembly of components, sub-assemblies and finished goods.
  • Assemble some electrical elements of components, sub-assemblies and finished goods.
  • Assemble mechanical components, sub-assemblies and finished goods.
  • Ensure component performance conform to specifications.
  • Document and maintain manufacturing procedures for specified devices.
  • Diagnose and troubleshoot defects and errors in hydraulic and pneumatic components.
  • Identify and solve problems related to broken and defective mechanical components, products and equipment.
  • Calibrate, test and maintain production and test-associated equipment where applicable and designated.

What do you need to be considered for the job?

  • Natural ability to tinker with and fix things.
  • A ""can-do"" attitude - ability to solve problems.
  • Dependable - arrive at 7:00 am and be ready for the day.
  • Eagerness to learn new skills.
  • High school diploma or equivalent.

Rewards:

  • All Employees work Day Shift (we want everyone to have work-life balance!)
  • Seven Paid Holidays.
  • Generous PTO (Paid Time Off) Plan with 120 hours (3 weeks) accrued first year!
  • Opportunity to advance your skills AND your pay! As well as eLearning courses equivalent to TSTC.
  • Medical, Vision and Dental Insurance at affordable rates.
  • Company paid Life Insurance and Short Term Disability.

What does Amatrol do?

Bayport Technical is part of Amatrol which creates innovative, interactive learning solutions for industry and education to equip people with the skills to master technical systems, solve problems and adapt to a rapidly-changing workplace. We partner with our clients to provide an unmatched learning experience.

Our learning solutions are designed and built by employees who are experts in their field, integrating the best practices in education and training to deliver knowledge and skills for real jobs. Our success is defined by an ability to provide these solutions with world-class service and support.

Please contact Human Resources if you need any accommodations during the job application process due to a disability. Amatrol, Inc. is an Affirmative Action/Equal Opportunity Employer.

* This position is not eligible for placement through outside recruiters.

Job Type: Full-time

Pay: $17.00 - $20.00 per hour

Benefits:

  • 401(k)
  • 401(k) matching
  • Dental insurance
  • Employee assistance program
  • Health insurance
  • Health savings account
  • Life insurance
  • Paid time off
  • Referral program
  • Retirement plan
  • Vision insurance

Schedule:

  • 8 hour shift
  • Day shift
  • Monday to Friday

Supplemental Pay:

  • Signing bonus

Application Question(s):

  • Does the pay range listed in the job posting align with your salary expectations?

Experience:

  • Assembly: 1 year (Required)
  • Mechanical knowledge: 1 year (Required)

Ability to Commute:

  • La Porte, TX 77571 (Required)

Work Location: In person"
812e5e06b6f84fe1,Indeed,Assembly Technician,"Hunting Energy Services, LLC",Assembly Line Worker,in-person,Full-time,2025-04-22,2025-04-23,Houston,TX,77073,,,,,,,https://www.indeed.com/viewjob?jk=812e5e06b6f84fe1,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Perform assembly of well intervention equipment in accordance with Customer/Hunting specifications.

Pressure test assemblies in accordance with Customer/Hunting specifications.

Assist other assembly technicians as required.

Maintain a safe and clean working environment.

Fulfill all responsibilities to the company's Health, Safety and Environmental policy.

Perform all duties in accordance with Hunting's quality policy and work instructions.

####  Experience

Preferred 

  • 1 year(s): One year minimum experience in an assembly setting.

####  Education

Required 

  • High School or better

Equal Opportunity Employer  
This employer is required to notify all applicants of their rights pursuant to federal employment laws. For further information, please review the Know Your Rights notice from the Department of Labor."
31e13aba43387dd9,Indeed,Pump Assembler,Amco Pump Manufacturing,Assembly Line Worker,in-person,Full-time,2025-04-22,2025-04-23,Houston,TX,77041,hourly,16.0,19.0,33280.0,39520.0,36400.0,https://www.indeed.com/viewjob?jk=31e13aba43387dd9,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Overview:  
We are seeking a skilled Assembler to join our team. As an Assembler, you will be responsible for assembling and fabricating various components and products. This is a hands-on role that requires mechanical knowledge and the ability to use power tools and hand tools effectively.

Responsibilities:  
\- Read and interpret assembly instructions, blueprints, and schematics  
\- Use power tools, hand tools, and other equipment to assemble components  
\- Inspect parts for defects or damage  
\- Perform quality checks to ensure products meet specifications  
\- Follow safety guidelines and maintain a clean work area  
\- Collaborate with team members to meet production goals  
\- Assist with inventory management and stock replenishment

Skills:  
-To excel in this role, you should have the following skills:

\- Proven Pump Assembly Experience Required.  
\- Previous experience in a warehouse or manufacturing environment  
\- Proficiency in using power tools and hand tools  
\- Mechanical knowledge to understand assembly processes  
\- Ability to read and interpret blueprints and schematics  
\- Strong attention to detail and quality control  
\- Ability to work independently as well as part of a team  
\- Forklift experience is required.

This is a great opportunity for someone who enjoys working with their hands and has a passion for assembling and fabricating products. If you are a motivated individual with the required skills, we would love to hear from you.

Job Type: Full-time

Pay: $16.00 - $19.00 per hour

Benefits:

  • Health insurance
  • Paid time off

Schedule:

  • 8 hour shift

Work Location: In person"
d54b923a3b726def,Indeed,Assembler,"Quikserv, Inc.",Assembly Line Worker,in-person,Full-time,2025-04-22,2025-04-23,Houston,TX,77041,hourly,13.0,15.0,27040.0,31200.0,29120.0,https://www.indeed.com/viewjob?jk=d54b923a3b726def,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"CORE VALUES:

  • Customer Focused (develop relationships, exceed expectations, treat customers like you would like to be treated)
  • Respect ( employees, customers, suppliers, our brand)
  • Teamwork ( collaboration, open communication, be passionate and have fun)
  • Results Driven (strong will to win; work to standard, not to time)
  • Kaizen (continuous improvement; embrace change; don't settle, share ideas)

WE OFFER:

  • $14-15 an hour depending on experience with excellent growth opportunities
  • Great Benefit Package
  • Awesome work/life balance; work hours Monday - Friday 6:00 AM - 3:00 PM

JOB RESPONSIBILITIES:

  • Connect parts together to assemble products per instructions
  • Learn other job functions such as debur and finishing; serve as backup when necessary
  • Assist with boxing, crating products when needed
  • Participate in daily and scheduled cleaning duties
  • Maintain productivity per Company standards
  • Attend daily department meetings , follow and support all company safety initiatives
  • Other duties as assigned by supervisor

QUALIFICATIONS:

  • 2-3 years assembly experience and/or education
  • Must have experience using hand tools and power tools
  • Attention to detail
  • Ability and willingness to follow instructions
  • Must pass background check as well as pre-employment physical and drug screen

PHYSICAL REQUIREMENTS:

  • Must be able to lift at least 50 lbs
  • Physical ability to stand for long periods
  • Walking, bending, lifting, pushing, pulling, climbing on ladders
  • Working environment is well ventilated but not air conditioned

5N8JGwJ31L"
a04e5f5d5dbe1e3e,Indeed,Assembler,Powell,Assembly Line Worker,in-person,Full-time,2025-04-17,2025-04-23,Houston,TX,,,,,,,,https://www.indeed.com/viewjob?jk=a04e5f5d5dbe1e3e,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"An Assembler is responsible for putting together components or parts to create finished products. They follow blueprints, work instructions, or diagrams to assemble products using various tools and equipment. Assemblers may work in manufacturing or production environments and may be required to perform quality checks and ensure that products meet specifications. They may also be responsible for maintaining a clean and organized work area and reporting any issues or defects to supervisors. Attention to detail, manual dexterity, and the ability to work as part of a team are important skills for an Assembler. The Assembler will report to the Manufacturing Supervisor of the Assembly department, and will be responsible for assembling electrical units, switchgear and other Powell products.

Essential Responsibilities  Build and assemble mechanical components for Switchgear and/or Breaker units according to engineering drawings and customer specifications. Perform maintenance and proper use of tools. Perform in process inspections; ensure quality by following standard work instructions and identifying any potential risks to product quality. Perform all ship prep functions including splitting gear. Promote a safety culture as well as attend all safety meetings. Ensure that work areas remain clean and well organized.

Minimum Qualifications  Minimum education level of a High School Diploma or General Education Equivalent Diploma is preferred. Ability to read a tape measure (including conversions from fraction to decimal and conversely from decimal to fraction and metric to imperial). Basic knowledge of a variety of hand/power tools. Lift up to 50lbs using proper lifting techniques.

Preferred Qualifications  Basic computer knowledge considered an asset. Basic command of the English language, both written and verbal. Prior ability or interest in building or repairing mechanical components considered an asset. Read and understand spec sheets and follow proper use of hardware by spec requirements. Basic knowledge of one line and three-line drawings. Safety training certificates are an asset for the position.

Skills, Abilities & Other Requirements  Positive attitude. Willingness to learn. Ability to follow direction from Senior Assemblers and Lead Assemblers. Effectively demonstrates on-time delivery and the ability to stay focused on goals and responsibilities. Self-starter with ability to take on multiple tasks with a drive to succeed. Challenges the status quo; looks for better or more efficient ways to get results. Ability to adapt to new ideas, technology, processes or product changes. Believes and displays through actions that our customers represent our current success and remain vital to our future growth. Demonstrates integrity and ethical decision making. Conscientious, thorough, accurate, and reliable when performing and completing job tasks. Able to work effectively within your team and around other departments and their activities. Ability to learn and adhere to all manufacturing policies and practices to ensure adherence to ISO requirements.\  

Working Conditions  Safety sensitive position in a temperature-controlled manufacturing or industrial environment with occasional outside activities. Required to wear personal protective equipment (PPE) (i.e., safety shoes, hard hats, bump caps, safety glasses, hearing protection, safety harnesses as required) and respirators when required. Must be able to work from all type of ladders (step ladders, ""A"" frame ladders, etc.) Working at heights usually no higher than 20 feet in the air on an elevated structure using proper lift equipment and Fall Protection Equipment.

Physical Requirements  Able to maintain body equilibrium and agility to prevent falling when walking, standing, crouching, ascending or descending stairs or step ladders Bending the body at the waist, the legs at the knees, and extending arms and hands in any direction Continuous standing and walking Able to use upper extremities frequently, work with both arms above shoulders and use both arms at full length frequently. Must be able to meet physical lifting demand up to 50lbs. Frequent use of hand tools and power tools   

More Information   
This job description outlines the essential functions of the job and does not contain a comprehensive list of all possible responsibilities, tasks, and duties.

In our 75+ year history, Powell has always known that our employees are at the heart of our success. Without question, we have the most talented people in all parts of our organization. As a manufacturer, we recruit and hire experienced and knowledgeable applicants to ensure our product is engineered, fabricated, and assembled to customer specifications! 

Powells culture has and will always be founded in our ""can do"" attitude. If we can imagine it, we can do it. Become a part of our story and let us help you write yours. Hard work pays off in all our teams, with opportunity for advancement and promotion without sacrificing work-life balance. Successful candidates must have a legal authorization to work in the United States on a full-time basis, with only those candidates selected for interview contacted. 

Powell offers comprehensive health insurance for you and your family, 401k savings, annual bonus potential, generous paid time off, professional development opportunities, company-sponsored wellness programs, and a collaborative work environment. 

EOE Protected Veterans/Disability 

If you need an accommodation in the hiring process, you may contact 713.378.2685. Application status inquiries will not be accepted in this manner."
94fb66d58803ee53,Indeed,Assembler,Carlton Staffing Services,Assembly Line Worker,in-person,Temporary,2025-04-17,2025-04-23,Stafford,TX,77477,hourly,20.0,20.0,41600.0,41600.0,41600.0,https://www.indeed.com/viewjob?jk=94fb66d58803ee53,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"We’re hiring a Assembler for our Stafford, TX client! We are looking for experienced, reliable, hard-working employees who can interview immediately!

DESCRIPTION OF YOUR DREAM JOB:

  • Job Title: Assembler
  • Location: Stafford, TX
  • Pay: $20/hr
  • Hours: M-F 8am-5pm
  • Duration: Temporary (3 months)
  • Description of Duties: Responsible for assembling, testing, and inspecting valves, actuators, regulators, and related pressure control products by following technical specifications and safety procedures. Duties also include using various tools and equipment, maintaining a clean work environment, and performing quality checks to ensure product compliance.
  • Requirements: High school diploma or equivalent, along with a minimum of 4 years of mechanical experience, preferably with control valves and tube bending. Candidates must be able to read technical drawings, operate various tools and machinery safely, and meet physical demands such as lifting up to 50 pounds and working in varied environmental conditions.

WHO WE ARE:

Carlton Staffing is a local staffing firm in Texas with over 44 years of experience! We have connections with numerous hiring managers throughout the greater Houston area. An application with us is an open application with our rock-star clients. Don't wait another minute! Let our knowledgeable staff assist you today, visit www.carltonstaffing.com."
f38bc2836c4fbd0b,Indeed,Electrical Assembly Tester- 1st shift,Eaton,Assembly Line Worker,in-person,,2025-04-19,2025-04-23,Houston,TX,77040,hourly,23.0,23.0,47840.0,47840.0,47840.0,https://www.indeed.com/viewjob?jk=f38bc2836c4fbd0b,https://www.indeed.com/jobs?q=Assembly+Line+Worker&l=Houston%2C+TX&radius=25&fromage=7,"Eaton’s ES AMER ARS PDCAD division is currently seeking a Electrical Assembly Tester- 1st shift. The hourly rate for this position is $23.00 per hour. Please note the salary information shown above is a general guideline only. Salaries are based upon candidate skills, experience, and qualifications, as well as market and business considerations.

HOURS: 6AM - 2:30PM

Candidates must reside within 50 miles from our Houston, TX location OR Fayetteville, NC location (14825 Northwest Freeway, Houston TX OR 2900 Doc Bennett Rd. Fayetteville, NC). THOSE RESIDING IN FAYETTEVILLE MUST RELOCATE TO HOUSTON UPON COMPLETION OF TRAINING.

Candidates hired will be required to train for 6-8 weeks in the Fayetteville, NC location.

  • Houston-based individuals that travel to Fayetteville, NC to train will have expenses covered according to Eaton's Worldwide Travel and Expense Policy.
  • Fayetteville based individuals that live within 50 miles of our Fayetteville, NC location will receive a one-time lump sum relocation bonus of $5000 will be paid to hired candidates relocating to the Houston area upon completion of training.

A retention bonus will be paid to individuals hired according to the following schedule: $250 bonus after 3 months of employment; $500 bonus after 6 months of employment $1000 bonus after 1 year of employment.

Position will also be eligible for a variable incentive program beginning January, 2026.

Why work at Eaton? Below are a few of the outstanding benefits we offer:

  • Health benefits and vacation time - available to use on day one of your employment!
  • Paid holidays
  • Bi-Weekly pay
  • Career progression opportunities to cross-train in different departments and increase compensation.
  • Overtime opportunities
  • Retirement benefits
  • Paid Parental Leave
  • Educational Assistance Program, Wellness Reimbursement, and more!

##  What you’ll do:

The electrical tester is responsible to Plan, electronically / electrically test, and inspect items such as standard Motor Control Center cells and structures, apparatus, units, panels, panel-boards, component parts, Enclosed Control, and Custom Control assemblies, in order to verify correct product function. Perform troubleshooting and repair as required. The electrical tester will perform this according to specifications, test and working procedures.

  • Work from oral and/or written instructions from supervisors and/or prints, diagrams and manufacturing information sheets.
  • Prepare apparatus for test and inspections in accordance with procedures and test specifications. Move apparatus to and from test and position as required.
  • Perform mechanical inspection and insulation tests as required.
  • Perform electrical sequence tests, according to the specifications, diagram or schematic, as required. Check out inter-related electrical circuits between separate cells where methods and procedures have been established. Check out metering circuits. Inspect and test standard and non-standard fixed assemblies.
  • Troubleshoot malfunctions of apparatus under test to determine causes and report findings to the supervisor, engineering, etc.
  • Ensure changes, corrections and repairs are made as required.
  • Ensure maintenance and calibration of equipment is being completed.
  • Assist in cell building and other MCC assembly tasks as needed/required by the business.

Position Criteria:

  • Work accordingly to established safety procedures
  • Work in conjunction with Engineering, Quality Control concerning test procedures, specifications and problems.
  • Make recommendations to other personnel concerning assembly, checking, calibration, and wiring procedures
  • Good communication and teamwork skills interfacing cross functionally and potentially with external customers
  • Requires strong attention to detail and following safety and quality processes
  • Ability to reach schematic drawings and trouble shoot electrical control circuits
  • Wear all safety equipment and observe all hygiene requirements as specified and directed

##  Qualifications:

Basic Qualifications:

  • Must have a high school/GED with a minimum of two years' experience within a similar electrical assembly manufacturing environment.
  • OR an associate's degree in electrical/Electronic Technology/Engineering or related degree with a minimum of one year experience in related manufacturing and/or test position
  • OR a bachelor's degree in electrical engineering or related field
  • Must be legally authorized to work in the United States without company sponsorship

Preferred Qualifications:

  • Previous experience working with electrical control distribution assemblies and/or electrical testing.
  • Knowledge of mechanical and/or electrical engineering disciplines for product design and development
  • Previous experience testing with electrical current

We are committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of an applicant's race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, marital status, genetic information, protected veteran status, or any other status protected by law.

Eaton believes in second chance employment. Qualified applicants with arrest or conviction history will be considered regardless of their arrest or conviction history, consistent with the Los Angeles County Fair Chance Ordinance, the California Fair Chance Act and other local laws.

You do not need to disclose your conviction history or participate in a background check until a conditional job offer is made to you. After making a conditional offer and running a background check, if Eaton is concerned about conviction that is directly related to the job, you will be given the chance to explain the circumstances surrounding the conviction, provide mitigating evidence, or challenge the accuracy of the background report.

To request a disability-related reasonable accommodation to assist you in your job search, application, or interview process, please call us at 1-800-836-6345 to discuss your specific need. Only accommodation requests will be accepted by this phone number.

We know that good benefit programs are important to employees and their families. Eaton provides various Health and Welfare benefits as well as Retirement benefits, and several programs that provide for paid and unpaid time away from work. Click here for more detail: Eaton Benefits Overview. Please note that specific programs and options available to an employee may depend on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements."
